Date,Close,High,Low,Open,Volume,Daily_Return,MA_10,MA_20,MA_50,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_width,BB_pct,Momentum_5,Momentum_10,Volume_MA10,Volume_ratio,Volatility_10,Volatility_20,Close_lag_1,Return_lag_1,Close_lag_2,Return_lag_2,Close_lag_3,Return_lag_3,Close_lag_5,Return_lag_5,Target_T1,Target_T3,Target_T5
2000-03-14,3.28125,3.34687495231628,3.16875004768372,3.30312490463257,96106000,0.004784688995215225,3.2431250095367417,3.3326562285423273,3.4588749885559076,40.94118006089142,-0.08893632614555225,-0.1004912828318579,0.011554956686305656,3.644038901896969,3.0212735551876855,0.6227653467092837,0.4174548988411769,0.10625004768371982,-0.16249990463257014,119734400.0,0.8026598872170404,0.03777100978212799,0.043676322161905805,3.265625,-0.02336448598130836,3.34375,-0.028156208147901318,3.44062495231628,0.08153236909180905,3.17499995231628,-0.006842664288901568,3.1875,3.24062490463257,3.61875009536743
2000-03-15,3.1875,3.25624990463257,3.09999990463257,3.23749995231628,121654000,-0.02857142857142858,3.23250000476837,3.307499980926513,3.433249988555908,41.13475241263795,-0.09158080911389854,-0.09870918808826604,0.007128378974367494,3.575367993049201,3.0396319688038247,0.5357360242453764,0.27600912483803625,0.006249904632570136,-0.10625004768371982,120746400.0,1.0075165802044617,0.036304459755196666,0.04398115897987743,3.28125,0.004784688995215225,3.265625,-0.02336448598130836,3.34375,-0.028156208147901318,3.18125009536743,0.001968549022052679,3.3125,3.20937490463257,3.53437495231628
2000-03-16,3.3125,3.31874990463257,3.0,3.11249995231628,194062000,0.03921568627450989,3.2509375095367417,3.296406233310699,3.4175624847412105,44.911506628035944,-0.08263753156358433,-0.0954948567833297,0.012857325219745364,3.542178641696362,3.0506338249250358,0.49154481677132633,0.5327411990528386,-0.12812495231628018,0.18437504768371982,124192400.0,1.5625915917560174,0.0342418117903318,0.044254192154412876,3.1875,-0.02857142857142858,3.28125,0.004784688995215225,3.265625,-0.02336448598130836,3.44062495231628,0.08153236909180905,3.24062490463257,3.61875009536743,3.38437509536743
2000-03-17,3.24062490463257,3.31874990463257,3.22499990463257,3.30312490463257,105970000,-0.021698141997714693,3.2624999999999993,3.2859374761581415,3.412624983787536,48.21852757418633,-0.08042257776784956,-0.09248040098023366,0.012057823212384106,3.5218000426205367,3.0500749096957462,0.47172513292479046,0.4039428506922574,-0.10312509536742986,0.11562490463257014,122670400.0,0.8638595781867509,0.035337264029875574,0.04420111438556206,3.3125,0.03921568627450989,3.1875,-0.02857142857142858,3.28125,0.004784688995215225,3.34375,-0.028156208147901318,3.20937490463257,3.53437495231628,3.63437509536743
2000-03-20,3.20937490463257,3.22499990463257,3.11875009536743,3.17499995231628,116270000,-0.00964320182669931,3.263749980926513,3.2845312237739557,3.411249980926513,40.15748189170504,-0.0802635959875122,-0.09003703998168937,0.009773443994177164,3.521940063432864,3.047122384115047,0.47481767931781693,0.34171541537929967,-0.056250095367429864,0.012499809265140271,118965800.0,0.9773397060331624,0.03491143697755206,0.04199989759148641,3.24062490463257,-0.021698141997714693,3.3125,0.03921568627450989,3.1875,-0.02857142857142858,3.265625,-0.02336448598130836,3.61875009536743,3.38437509536743,3.65625
2000-03-21,3.61875009536743,3.65000009536743,3.11249995231628,3.25624990463257,341658000,0.12755605153637473,3.3081249952316285,3.3065624833106986,3.414062480926513,61.20689414202459,-0.04656764238603461,-0.08134316046255842,0.034775518076523806,3.5812475538510653,3.031877412770332,0.5493701410807335,1.0682646156243378,0.33750009536742986,0.4437501430511497,144774000.0,2.35994032077583,0.05285065818305811,0.050406472043370655,3.20937490463257,-0.00964320182669931,3.24062490463257,-0.021698141997714693,3.3125,0.03921568627450989,3.28125,0.004784688995215225,3.53437495231628,3.63437509536743,3.50624990463257
2000-03-22,3.53437495231628,3.70000004768372,3.46250009536743,3.54375004768372,231328000,-0.02331610109224269,3.343437480926513,3.3071874856948846,3.4155624818801873,64.84017644448079,-0.026367773997093114,-0.07034808316946536,0.04398030917237225,3.5839841002139274,3.030390871175842,0.5535932290380856,0.9103870038586865,0.3468749523162802,0.3531248569488503,156025400.0,1.4826303922310085,0.0540995569583912,0.04488202079466334,3.61875009536743,0.12755605153637473,3.20937490463257,-0.00964320182669931,3.24062490463257,-0.021698141997714693,3.1875,-0.02857142857142858,3.38437509536743,3.65625,3.3125
2000-03-23,3.38437509536743,3.546875,3.375,3.47499990463257,108842000,-0.04244027840072451,3.3378124952316277,3.305312490463256,3.4164999818801873,58.55670148501005,-0.022206979386325543,-0.0607198624128374,0.03851288302651186,3.579332131173387,3.031292849753125,0.5480392814202624,0.6442644853837491,0.07187509536742986,-0.05624985694885032,150284600.0,0.7242392101386304,0.05043340200772956,0.04547381564797285,3.53437495231628,-0.02331610109224269,3.61875009536743,0.12755605153637473,3.20937490463257,-0.00964320182669931,3.3125,0.03921568627450989,3.63437509536743,3.50624990463257,3.32500004768372
2000-03-24,3.63437509536743,3.76250004768372,3.56562495231628,3.73125004768372,194920000,0.07386888065161656,3.366875004768371,3.3142187476158136,3.425624985694885,62.91512624252128,0.0012489933644048712,-0.04832609125738895,0.04957508462179382,3.6187721838836704,3.009665311347957,0.6091068725357136,1.0256160489846462,0.39375019073485973,0.29062509536742986,162349600.0,1.2006189112877395,0.05439529182927449,0.048335930508036924,3.38437509536743,-0.04244027840072451,3.53437495231628,-0.02331610109224269,3.61875009536743,0.12755605153637473,3.24062490463257,-0.021698141997714693,3.65625,3.3125,3.34999990463257
2000-03-27,3.65625,3.75624990463257,3.58750009536743,3.61249995231628,94972000,0.006018890196681337,3.405937504768371,3.332656252384185,3.4328124856948845,64.20664227419019,0.021356953087211306,-0.0343894823884689,0.05574643547568021,3.6729497567293286,2.992362748039042,0.6805870086902868,0.9754627159847418,0.44687509536742986,0.390625,160578200.0,0.5914376920403891,0.05319477519833365,0.04673516415355827,3.63437509536743,0.07386888065161656,3.38437509536743,-0.04244027840072451,3.53437495231628,-0.02331610109224269,3.20937490463257,-0.00964320182669931,3.50624990463257,3.32500004768372,3.17812490463257
2000-03-28,3.50624990463257,3.63750004768372,3.47343802452087,3.61875009536743,103952000,-0.04102566710904065,3.428437495231628,3.335781252384185,3.4386874818801876,58.84353176591685,0.024901848930901416,-0.02253121612459484,0.04743306505549626,3.6814753892507643,2.9900871155176056,0.6913882737331587,0.7465599413885597,-0.11250019073485973,0.22499990463257014,161362800.0,0.6442129164838488,0.055846884070089774,0.046821322333539556,3.65625,0.006018890196681337,3.63437509536743,0.07386888065161656,3.38437509536743,-0.04244027840072451,3.61875009536743,0.12755605153637473,3.3125,3.34999990463257,3.19687509536743
2000-03-29,3.3125,3.49375009536743,3.25,3.47499990463257,117730000,-0.05525844132689506,3.4409374952316276,3.3367187499999984,3.4408124828338615,46.38448135528187,0.011939574376995665,-0.01563705802427674,0.027576632401272404,3.6820344373788236,2.991403062621173,0.6906313747576505,0.4649324503849872,-0.22187495231628018,0.125,160970400.0,0.731376700312604,0.058369153786646595,0.04748763450339451,3.50624990463257,-0.04102566710904065,3.65625,0.006018890196681337,3.63437509536743,0.07386888065161656,3.53437495231628,-0.02331610109224269,3.32500004768372,3.17812490463257,3.109375
2000-03-30,3.32500004768372,3.36875009536743,3.20000004768372,3.22499990463257,100680000,0.0037735993007455004,3.4421875,3.3465625047683707,3.440499982833862,49.4444459357869,0.0026450374405628807,-0.011980638931308817,0.014625676371871697,3.6777777644458007,3.0153472450909407,0.6624305193548601,0.46744948118385227,-0.05937504768371005,0.012500047683719817,151632200.0,0.6639750659820276,0.05714604417576911,0.04590814385630382,3.3125,-0.05525844132689506,3.50624990463257,-0.04102566710904065,3.65625,0.006018890196681337,3.38437509536743,-0.04244027840072451,3.34999990463257,3.19687509536743,3.21250009536743
2000-03-31,3.34999990463257,3.35625004768372,3.15000009536743,3.33750009536743,102310000,0.007518753861752936,3.453125,3.357812499999999,3.4427499818801874,52.58125888211731,-0.002672859461754662,-0.010119083037397987,0.007446223575643325,3.67219827659654,3.043426723403458,0.628771553193082,0.48757482693395643,-0.28437519073485973,0.109375,151266200.0,0.676357309167547,0.05655594355526535,0.04589863922120185,3.32500004768372,0.0037735993007455004,3.3125,-0.05525844132689506,3.50624990463257,-0.04102566710904065,3.63437509536743,0.07386888065161656,3.17812490463257,3.109375,3.37812495231628
